gene_id,F1_1_1,F1_2_1,F1_3_1,F5_1_1,F5_2_1,F5_3_1,anno_chr,anno_start,anno_end
acat1,2838,2734,3323,1696,980,1181,chr10,38663974,38696075
zgc:162193,290,218,310,168,86,182,chr15|chr15_KZ115474v1_alt,14205831|33940,14210319|38427
bcl2a,88,32,68,83,44,84,chr24,28137211,28228917
hid1b,12,40,18,7,0,0,chr12,46543572,46579928
acot22,4,20,16,9,28,8,chr16,2814233,2818157
cfl1,19773,16590,19614,18863,10005,13958,chr14,30795559,30801550
slc22a7b.1,203,171,239,156,74,10,chr17_KZ115523v1_alt|chr17,258993|22002859,267033|22010651
hadhb,2625,1781,2906,1921,1652,1353,chr20,47931984,47952747
tpm3,1479,870,1700,1338,431,718,chr19,10988538,11031152
tpm2,177,239,233,250,63,105,chr10,6318227,6363374
stx3a,99,177,125,173,44,63,chr14,21699414,21746345
mllt11,8116,5247,6527,5278,2780,3504,chr19,7445646,7450792
manbal,990,967,974,912,493,928,chr6,55212928,55218841
olfcr1,0,0,0,0,0,0,chr18_KZ115572v1_alt,152901,165026
sgms1,111,21,115,71,46,42,chr12,6065871,6114296
mmp9,371,434,389,343,109,208,chr8,24281525,24295947
tbl1x,227,276,259,201,364,89,chr9,55093079,55128839
adgra3,535,836,592,598,465,336,chr7,70267090,70333181
mmp2,225,77,204,286,123,149,chr7,35410052,35432817
or130-1,0,0,0,0,0,0,chr15,14826996,14851893
zgc:85789,520,610,648,612,497,360,chr5,62308677,62317292
anxa5a,94,28,12,28,30,0,chr14,46410766,46434196
anxa5b,75,40,56,144,0,23,chr1,22654884,22665091
cdkl5,3527,5978,5852,3249,2555,2670,chr11,30162387,30231624
zgc:173607,0,0,0,6,0,6,chr4,69376119,69388181
plrdgb,681,1093,1006,280,442,328,chr21,39705502,39897711
cdkl1,41,54,85,52,18,58,chr13,36693153,36703154
tubgcp5,1753,1592,2583,1713,795,1117,chr6,37623704,37651941
lmcd1,484,409,337,311,226,222,chr22,39096914,39108026
si:ch211-39a7.1,127,315,368,123,113,171,chr19,8680584,8732037
si:dkey-174n20.1,1060,646,869,602,576,390,chr5,20921869,20928182
zgc:56556,462,832,719,432,342,312,chr2,27957642,27975481
cmtr2,397,295,440,298,92,228,chr7,24714840,24719655
cmtr1,2532,2113,3551,2209,932,1414,chr23,35362780,35396871
id4,1423,1364,1793,1206,1325,1323,chr16,9977858,9980360
pudp,27,23,25,26,18,13,chr1|chr1_KZ115031v1_alt,32341734|242604,32385665|286535
wipi2,2337,1969,2995,1834,980,1059,chr3,40820614,40837383
opn1mw4,0,0,0,0,0,0,chr6,41200509,41202551
wipi1,2970,2507,3384,2458,1467,1926,chr3,36285041,36306403
opn1mw1,0,0,0,0,0,0,chr6,41181882,41183823
taco1,129,0,0,130,6,75,chr12|chr12_KZ115368v1_alt,9305832|29483,9315811|39462
opn1mw3,0,0,0,0,0,0,chr6,41191458,41193414
opn1mw2,0,0,0,0,0,0,chr6,41186338,41189464
syt12,7290,4172,8567,4578,1842,2258,chr25,7462013,7487821
syt13,1353,2153,4022,660,862,1257,chr7,38716061,38734245
syt10,22,0,39,33,0,0,chr4_KZ115088v1_alt,234501,251337
skia,2960,2258,3316,1756,1080,1093,chr8,17395929,17516446
skib,1119,634,1281,725,247,276,chr11,25782726,25829708
cyb561a3a,4,40,12,65,0,24,chr5,27421025,27429211
aspg,1047,618,1188,576,453,374,chr17,45738133,45774592
aspa,49,9,95,28,32,0,chr5,62340799,62356962
zgc:136767,0,0,0,0,0,0,chr3,6325895,6350744
aspm,24,8,18,46,28,26,chr22,23546926,23582605
aspn,0,0,6,105,0,0,chr22,10479965,10487511
asph,862,839,1206,743,238,606,chr2,26656251,26682186
ythdf3,195,47,216,132,50,62,chr24|chr24_KZ115713v1_alt,24285840|320604,24300350|335114
ythdf2,1202,760,1067,596,201,354,chr17,27413417,27419250
ythdf1,915,797,890,753,339,417,chr8,23105199,23118397
eif4eb,4,6,16,10,0,8,chr13_KZ115407v1_alt|chr13,110600|12671534,121045|12681979
foxd3,25,25,9,48,0,0,chr6,32092032,32093830
cux1b,722,774,990,906,231,762,chr15,2520344,2543832
magi3a,917,684,893,457,304,287,chr23,26230769,26489412
ptgdsb.1,948,1186,1288,933,579,365,chr24,17027313,17029335
ptgdsb.2,1767,2292,1825,1049,661,846,chr24,17021513,17023392
tbl3,2187,2352,2242,1427,1541,1071,chr3,62173159,62194652
syt1b,0,0,0,2,14,0,chr18|chr18_KZ115540v1_alt,7387090|31054,7393668|37606
pld6,5,0,0,0,0,0,chr1,52203015,52210546
syt1a,38542,37500,52896,28593,14253,22163,chr4,21129752,21315399
pdxdc1,1591,1498,2293,1128,523,439,chr3,36616924,36644772
ano9a,0,2,0,9,8,0,chr25,35155647,35156872
socs5a,579,428,799,395,204,435,chr12,25039515,25065916
cldn5b,12,0,72,99,0,12,chr10,43994471,43996117
soul4,700,249,822,370,172,179,chr22,38468036,38480154
socs5b,23,8,60,17,4,16,chr13|chr13_KZ114931v1_alt,8621248|28906,8622921|30579
soul2,0,9,12,8,0,0,chr13,27040889,27043339
soul3,1074,849,956,802,582,501,chr17,660125,681142
ubn2a,3237,3171,4514,2504,922,1864,chr6,7659576,7686594
sort1a,132,133,257,19,12,22,chr11_KZ115362v1_alt|chr11,235588|36283027,293425|36341028
sort1b,2200,1400,2643,1051,626,715,chr8,25041713,25074319
si:dkey-18j18.3,178,90,132,121,32,55,chr13,32901359,32906306
zgc:171740,426,394,422,252,294,365,chr21,25054420,25062590
eif4e3,460,252,418,482,48,354,chr23,10724044,10745267
eif4e2,1865,2064,1932,1494,838,1250,chr2,45116816,45135618
rab5aa,2297,2023,2622,1947,1138,1418,chr19,20708498,20722192
rab5ab,411,381,457,317,170,144,chr16,49647436,49661394
h2af1al,17,22,40,78,20,30,chrUn_KN150699v1,14151,15108
zgc:153901,118,132,123,119,152,72,chr9|chr9_KZ115290v1_alt,24209665|323019,24212878|326232
sh3gl3b,396,375,564,233,236,183,chr25,19523017,19535998
sh3gl3a,123,118,154,96,108,87,chr7,12846456,12909352
mark1,227,148,262,119,56,40,chr22,38337216,38391139
metap1d,0,0,0,527,0,0,chr1|chr1_KZ115030v1_alt,30946232|102304,30974165|130237
fam136a,194,169,205,123,78,167,chr10,7671260,7672959
ankef1a,0,5,12,0,0,12,chr20,34870517,34886102
hmgcrb,1598,1441,2122,1144,477,507,chr21,2506024,2533246
hmgcra,227,325,472,157,140,171,chr5,50972746,50992711
tbx22,13,28,6,8,0,4,chr14_KZ115430v1_alt|chr14|chr14_KZ114936v1_alt,462823|9390850|146539,472525|9400552|156241
nop58,1456,1256,1372,1262,1207,826,chr6,9663779,9676108
cth1,4,0,28,0,0,20,chr7,17947328,17950308
ctdspl2a,1707,1397,2296,1478,376,949,chr25,32496755,32519411
ctdspl2b,127,79,172,110,60,89,chr7,31374419,31391128
nop56,4132,2691,5169,4214,3027,3298,chr21,11958581,11970242
nop53,3468,2742,2861,3829,1131,1885,chr15,6652431,6666232
snrnp35,849,1202,542,582,453,351,chr10,44373349,44378142
padi2,201,178,228,378,22,78,chr6,47846513,47865858
si:ch211-185a18.2,618,760,659,925,497,1074,chr17,11073415,11368149
mapk8ip1a,1017,732,1448,587,173,308,chr25,13801716,13842618
nmnat2,4788,4028,4977,3520,2456,2828,chr2,36026302,36040781
itga11a,146,325,391,278,100,132,chr7,33176288,33248767
nmnat1,166,179,179,298,284,121,chr23,29561918,29569842
crygm2d21,0,0,0,0,0,0,chr9,22298246,22299412
crygm2d20,34,64,26,23,11,21,chr9|chr9_KZ115288v1_alt,22212350|30474,22213236|31360
gfra2a,151,39,57,27,47,27,chr8,42059495,42238543
dlst,4523,2363,3670,4612,2266,3552,chr17,52524452,52553442
rab39bb,1351,1370,1237,1402,341,842,chr7,23875343,23884645
si:dkey-251i10.1,0,27,4,30,0,0,chr5,67448637,67460184
si:dkey-251i10.2,3,14,0,32,0,0,chr5,67462808,67471401
sugct,40,41,127,47,45,36,chr24,3257374,3342665
cga,15,0,0,0,0,8,chr17,49439219,49443247
gprc5ba,121,60,239,83,18,18,chr3|chr3_KZ115081v1_alt,62367303|192914,62380249|205860
wnt8a,657,1604,2018,1507,502,1080,chr14,34490445,34497724
xaf1,0,4,15,36,60,12,chr15,29154546,29162259
ltbp3,247,166,258,300,127,78,chr5,37517800,37585469
atp6v1d,5405,3522,4215,3190,1660,2506,chr20,51088606,51100669
lix1,32,68,60,87,76,59,chr5,64814195,64831192
mgrn1a,2289,996,2345,1311,368,904,chr12,20122461,20147764
yod1,124,53,144,101,0,0,chr11,37711022,37719988
ndc1,1536,2766,5562,2161,571,400,chr2,26576856,26590532
atp1a1a.3,0,9,0,0,0,0,chr1,1805294,1815660
nfyc,2706,1807,2636,1666,1092,1090,chr19,42071814,42118615
sec24d,353,313,159,230,42,54,chr7,69905819,69950353
nfya,365,203,350,134,184,118,chr11,36258101,36279601
cthl,5,4,0,0,0,0,chr6,37389683,37403444
sec24c,1769,1419,1868,1055,401,719,chr12,35543160,35582521
arhgdia,1411,1652,1360,2675,384,2146,chr3,59899452,59947209
b2ml,2227,2587,3067,3972,1211,3827,chr8,50942240,50950548
nepro,35,30,275,35,12,51,chr9|chr9_KZ115292v1_alt,27381498|329515,27391908|339925
elavl4,43916,36962,46441,33279,21598,29042,chr8,16004154,16115990
dusp22b,114,102,106,215,36,78,chr2,881954,898957
acp6,205,395,430,334,170,179,chr9,30478768,30490414
acp7,97,131,161,67,32,43,chrUn_KN150131v1,525,15746
adipor2,1585,947,1335,1011,286,556,chr4,8670667,8706712
tnikb,1438,1288,2270,964,405,673,chr24,26493266,26632196
add1,1377,1644,2565,724,624,568,chr21,1990293,2067961
elavl3,3175,1100,3216,1466,671,681,chr3,46802998,46817499
pip4p2,74,45,116,89,20,25,chr19,31404686,31431027
zte38,24,15,0,0,0,5,chr2,6092065,6104015
zgc:174710,0,0,6,0,0,7,chr4,58087572,58403277
ptcd3,1810,2081,1562,1733,1234,1278,chr14,16126983,16151051
si:ch73-352p4.5,116,34,89,102,62,31,chr4,5832312,5834648
ankrd37,12,62,11,22,28,8,chr1,17695426,17698773
taar13e,0,0,0,0,0,0,chr20_KZ115613v1_alt|chr20|chr20_KZ114970v1_alt,299837|46172649|156818,300862|46173674|157843
cnstb,375,164,579,268,236,96,chr20,34991620,35012093
orai1b,25,22,21,10,12,10,chr10|chr10_KZ115335v1_alt,41914140|52735,41921390|59985
h3f3c,17891,9663,3983,15445,10301,11186,chr5,36945263,36949476
arv1,437,525,670,285,171,136,chr20,3997648,4010621
boc,679,798,1389,1037,620,377,chr24,21207277,21258945
ankrd39,150,132,106,89,38,83,chr8,51573322,51578926
gnao1b,611,328,675,527,172,399,chr7|chr7_KZ115231v1_alt,29133504|18081,29144546|29123
tdrkh,1689,1460,3236,1103,690,821,chr12,33561417,33582382
tomm40,1840,1660,2415,1695,1035,1006,chr16,25673108,25680698
h3f3a,6310,6709,6295,5744,4493,4366,chr3,45776375,45778122
bbox1,37,22,33,14,14,6,chr7|chr7_KZ115235v1_alt,34296789|260501,34312434|276134
slc3a2a,378,395,399,519,167,209,chr7|chr7_KZ115222v1_alt,20524068|135523,20530447|141905
emp1,404,367,421,125,70,77,chr1,45323568,45330451
fam222ba,981,353,742,554,198,139,chr5,42164079,42180205
ndufb11,3468,3159,3339,2762,1795,2180,chr8,14180066,14184423
atp6v1h,13537,11025,13165,8672,6673,7173,chr2,30786760,30846872
pou4f1,345,332,311,214,220,264,chr6,4539953,4543005
pou4f2,337,552,529,254,178,257,chr1,36436936,36438731
pou4f3,0,9,6,0,0,0,chr9,54290896,54292162
wsb1,3180,3228,6546,3355,691,1894,chr15,31161783,31177270
wsb2,101,85,174,170,0,19,chr5,12549551,12560600
urb2,318,240,420,248,99,114,chr13,24234332,24260609
crtac1a,1998,1949,1780,2023,1543,1007,chr1,54934771,54947535
zw10,913,902,1223,1220,789,885,chr21,23036294,23046562
evx2,15,9,8,0,0,0,chr9,2002701,2007106
zgc:158659,91,53,101,25,0,12,chr23,44206881,44233410
calhm6,0,0,4,4,61,0,chr16,32226664,32233426
rpz4,16,16,12,4,0,8,chr16,46497154,46503795
rpz5,525,496,586,591,316,256,chr16,46492988,46496293
rpz6,114,492,588,293,219,333,chr16,46430627,46435038
thrb,4504,2286,6978,2164,611,656,chr19,17518061,17658173
rpz2,2742,2234,2116,1756,1079,1373,chr16,46410529,46415964
rpz3,123,536,186,112,38,111,chr16,46459680,46465096
perp,374,98,262,298,188,77,chr13,1155476,1170694
rnf144b,790,370,487,317,259,256,chr16,43368572,43392455
hoxb9a,0,0,0,0,0,0,chr3,23677351,23682435
ppih,335,373,692,308,155,167,chr8,47152706,47206399
ppig,5610,6603,5779,5580,4788,5149,chr6,3693441,3708388
ier2b,1677,1492,3567,5049,1541,1417,chr11,31038408,31039533
ier2a,800,889,3241,3890,1272,995,chr3,33761549,33762730
ppid,1138,1567,1791,963,769,677,chr14,48045193,48065365
mfsd4b,729,672,946,458,243,360,chr20,3339248,3345525
ppib,8750,8155,8397,7788,6562,4940,chr25,5983448,5990181
arpc5la,2357,2012,2048,1765,1341,1533,chr8,41453752,41462734
arpc5lb,1230,1431,1581,847,660,715,chr5,32061298,32074534
kcne4,12,3,10,27,0,3,chr15,43093044,43097462
naa40,1465,1186,1947,1186,1037,842,chr7,25000115,25011597
ankhd1,9181,9194,10253,6942,5423,4680,chr21,26408016,26483237
dync1i2a,467,221,491,351,207,104,chr9,3170101,3231466
dnase2,52,12,12,14,0,4,chr16,45337730,45355513
dnase1,0,0,3,9,0,2,chr3,27778976,27784386
zgc:162698,1590,1444,1791,1319,737,703,chr15,29092527,29114449
zgc:55461,149,44,28,84,61,101,chr5_KZ115124v1_alt,118770,122023
spag9a,5653,1411,8294,2125,949,1681,chr3,18303044,18373604
tp53,529,871,701,128,180,54,chr5,24086227,24097799
si:ch211-67f13.7,20,17,36,52,34,0,chr13,35955562,35961435
flr,449,797,992,719,357,660,chr3,28831532,28850898
rbpjb,40,18,78,16,80,29,chr7,62080512,62206931
lrrn1,4708,3917,4542,2569,1249,1301,chr6|chr6_KZ115200v1_alt,43076516|24669,43092175|40328
acmsd,0,0,8,12,0,4,chr9,23244294,23253870
fermt2,126,32,156,32,25,30,chr17,50701881,50787754
per2,16372,17185,22715,11256,6191,6423,chr2,48309600,48356787
tbx1,4,0,13,136,0,0,chr5,15203421,15215478
tbx6,1083,1431,1751,845,386,552,chr12,3912544,3923070
cish,143,168,210,267,79,142,chr6,41504117,41506748
tbx4,0,0,0,0,0,0,chr15|chr15_KZ115486v1_alt,27387555|99463,27411198|123106
tas1r1,16,0,48,28,0,0,chr23,21424747,21440054
zgc:66160,473,432,571,478,315,394,chr3,27595038,27601812
tas1r3,0,9,9,0,0,0,chr11,40731602,40742507
uraha,0,0,0,0,0,0,chr18,31016296,31023447
cox6c,3293,2726,2505,3483,1333,3159,chr6,52235395,52241530
pcdh2g10,4,22,20,3,0,0,chr14,1889679,2050127
crb3b,19,0,0,0,0,29,chr1,56180480,56184928
nipal3,227,36,157,33,16,61,chr17,26928336,26935330
nipal4,0,0,12,0,0,0,chr21,26097732,26114878
exorh,600,888,620,778,9753,775,chr8,54302737,54304381
rabac1,508,539,693,401,113,132,chr16,10828787,10837222
zgc:154061,269,227,260,211,59,231,chr17,52940551,53022396
ids,563,563,829,445,551,386,chr14,20869641,20891746
dph3,4,63,12,0,33,0,chr6,15127507,15131448
ripk1l,5,0,5,0,0,0,chr2,904419,920580
zgc:114045,125,105,132,101,52,79,chr7|chr7_KZ115221v1_alt,20109969|252870,20142079|284980
sla1a,14,0,46,17,24,32,chr19,34913858,34927201
oxct1a,2840,1988,1995,1518,992,1051,chr8,31717304,31818461
nyx,14,13,19,25,28,4,chr9,33357011,33360383
tal1,513,507,767,995,537,584,chr22,16535585,16545329
sesn2,123,115,143,313,76,92,chr19,43341181,43357457
cntn1b,4132,3565,5574,2707,1897,2709,chr4,13733838,13756711
asmt,105,731,596,52,1340,26,chr9,55730037,55744713
hapln1a,24,16,0,212,0,5,chr5,46490622,46505702
grm2b,632,617,816,83,158,80,chr11_KZ115362v1_alt|chr11,133673|36180503,169232|36214822
grm2a,1622,1839,2540,675,652,519,chr6,42051893,42111937
rogdi,1579,905,1196,973,376,593,chr3,36427988,36440597
znf367,28,20,0,16,0,17,chr8,1210468,1219815
zgc:171558,154,147,186,93,34,106,chr6,6850855,6922290
mhc2dbb,0,0,0,0,0,0,chr18,29922939,29925717
g2e3,12,0,17,12,0,12,chr17,28798729,28811600
med7,751,6,872,6,0,0,chr14_KZ114941v1_alt,236360,237968
dmd,1639,1960,2139,1214,2027,1352,chr1,10824351,11075405
si:ch211-232m10.6,24,86,4,118,0,48,chr19,10356355,10360188
mhc1laa,20,14,12,44,0,0,chr8,44442258,44448422
rbfox2,3289,3832,5363,2346,1064,2433,chr6,296130,342217
rbfox1,4021,3606,4138,2820,2260,2602,chr3,27986125,28075695
her4.3,261,205,315,55,214,26,chr23,21459263,21461140
her4.2,379,187,502,248,209,157,chr23,21455154,21456942
her4.1,770,570,745,325,793,498,chr23,21452558,21453617
her4.5,210,165,200,175,41,118,chr23,21469203,21471024
her4.4,361,336,95,77,136,55,chr23,21462021,21463788
il21,0,0,0,0,0,0,chr14,1303929,1313480
il22,0,0,18,21,14,0,chr4,13544595,13548806
mag,2855,1236,3992,2284,380,812,chr15,33891808,33904831
il26,16,32,28,31,0,0,chr4,13535106,13538637
edn1,126,109,246,194,65,131,chr19,3376430,3381402
mak,567,457,599,395,185,390,chr24,8742124,8777570
edn2,12,4,0,16,0,4,chr19,15276713,15281980
zbtb33,148,122,167,134,42,97,chr14_KZ115454v1_alt|chr14,391706|33427837,397246|33433377
mao,456,298,526,206,289,205,chr9,33660964,33725972
zbtb22b,131,110,139,48,0,10,chr19,7001171,7006697
adcy5,418,419,875,359,94,303,chr9,37872577,38021992
adcy7,166,293,524,18,132,89,chr7,37767511,37812176
pcsk1nl,9097,6597,13459,4806,5233,2998,chr8,7359292,7379391
ccdc83,114,61,140,79,80,71,chr10,29226178,29236860
idi1,458,322,599,563,144,146,chr24,3469373,3477093
ccdc80,592,692,484,624,566,450,chr9,34089156,34113209
adcy8,3836,6272,5029,4067,4368,3527,chr2,42776090,42864474
nitr6b,0,0,0,0,0,0,chr7,17633125,17635636
ceacam1,0,0,0,0,0,0,chr16_KZ115492v1_alt,89016,106282
klf11b,2710,1539,2469,2087,925,1054,chr17,32365941,32370025
klf11a,3076,3059,4413,4290,1817,1799,chr20,29502136,29505863
cpdp,498,361,482,506,518,473,chr2,13907452,13940919
nell2a,4356,4247,4361,2436,2925,2542,chr25,581140,692366
pin4,743,761,798,630,277,518,chr14,28432737,28437426
mustn1b,0,0,0,10,0,0,chr11|chr11_KZ115351v1_alt,18249809|173157,18253069|176417
mustn1a,65,109,44,95,41,51,chr6,40841162,40842768
zgc:136971,12,19,20,16,4,14,chr8_KZ115263v1_alt|chr8,32222|26432677,49369|26449824
dynll2a,2467,1803,2895,1794,1933,1673,chr15,16066091,16070765
nkx1.2lb,16,40,45,20,0,5,chr14,15064896,15068561
cutc,31,119,171,201,124,142,chr13_KZ115397v1_alt|chr13,45876|673282,51452|678812
eif3ha,1796,1542,1414,2207,1187,1064,chr16,48282321,48400650
eif3hb,2785,2601,2939,2311,1501,1636,chr19,45856170,45960182
mob3c,9,13,18,20,0,8,chr11,13166750,13174466
or114-1,0,0,0,0,0,0,chr15,5351644,5352588
mob3a,61,45,103,130,46,86,chr8,20416112,20426652
akr1b1.2,834,482,653,587,195,182,chr4,14906611,14915293
lss,159,262,326,269,139,244,chr9,38481857,38500391
akr1b1.1,344,152,233,227,80,87,chr4,14900042,14906379
eif2ak2,16,36,34,24,20,9,chr13,50207947,50234100
atad1a,242,64,291,146,28,25,chr5,16718919,16734062
atad1b,244,139,192,146,206,106,chr12,17436904,17456077
clgn,8287,7495,7976,7736,5172,6782,chr1,40572760,40608323
msx3,176,33,84,148,22,43,chr13,24662238,24664668
ecrg4b,0,0,0,0,0,4,chr6,15268700,15300143
ank2b,27153,30876,36924,19591,7908,11352,chr7,57886148,58130703
lingo4a,95,21,280,20,1,14,chr19,295247,297103
lingo4b,424,142,329,236,0,67,chr16,29456939,29458753
gpr143,222,540,467,365,320,277,chr9,55056166,55090829
ciarta,2601,1567,2571,334,316,239,chr19,8928434,8940081
apex2,1432,2242,2101,1180,840,836,chr8,22510807,22514886
spryd7a,288,207,460,370,198,77,chr1,46710647,46718327
tial1,9275,10933,14453,6954,3344,3977,chr13,25472005,25484733
nploc4,2597,2447,3215,2092,1073,643,chr12,35955878,35976925
wnt3a,0,12,13,20,0,14,chr2,3106237,3158919
abitram,61,43,37,10,0,14,chr19,34742692,34747039
si:dkey-31g6.6,6,116,79,404,20,102,chr6_KZ114877v1_alt|chr6|chr6_KZ115173v1_alt,76689|18364047|224252,78943|18366301|226519
dmtn,110,155,208,132,94,99,chr10_KZ115316v1_alt|chr10|chr10_KZ114912v1_alt,151248|20108432|14020,190409|20147593|53181
elna,91,50,201,17,60,23,chr15,266889,322834
rgs6,242,291,376,101,94,116,chr20,28511941,28638845
elnb,12,3,22,40,0,7,chr21,40839857,40880317
rgs2,58,85,95,155,5,28,chr22_KZ114977v1_alt,311914,314082
asb10,5,0,44,0,18,0,chr24,34085940,34107616
lzic,1028,763,776,741,343,529,chr23,29569893,29574744
si:ch211-81a5.8,54,78,133,46,27,15,chr19,9174234,9179421
diablob,483,531,649,484,327,382,chr21,21523082,21527977
trpc4b,73,108,147,34,29,12,chr15,32643873,32699935
trpc4a,257,453,335,256,106,196,chr10,25830273,25852517
diabloa,534,433,407,321,253,257,chr15,14854895,14858189
rchy1,28,106,42,64,35,45,chr5_KZ114859v1_alt|chr5_KZ115101v1_alt|chr5,249490|243339|9147500,263402|257251|9161412
fam76b,989,719,1165,798,529,511,chr5,23585218,23596295
rpp38,228,343,392,247,101,261,chr16,28592495,28594188
ro60,894,925,1497,180,361,111,chr2,11923615,11944948
ndufb9,233,402,170,96,297,199,chr16|chr16_KZ115488v1_alt,6386946|74872,6391275|79201
ndufb8,9117,6969,8245,6708,7320,4898,chr12,48469755,48477013
zgc:110006,30,49,31,31,72,51,chr10,35059861,35108671
lctla,0,4,30,5,0,0,chr7|chr7_KZ115235v1_alt,34227075|192785,34236091|201827
ndufb5,6,5,4,8,13,0,chr6_KZ115184v1_alt|chr6,123099|29403020,130020|29409941
ndufb4,49,38,41,42,22,28,chr24_KZ114990v1_alt|chr24|chr24_KZ115713v1_alt,6093|23971056|6093,9527|23974490|9527
ndufb3,3509,5500,2851,3004,2475,3247,chr9,707889,712308
ndufb2,4863,4457,4052,3517,2962,2494,chr4,22480148,22482893
izumo1,0,0,0,11,0,7,chr8,40573137,40590816
llph,702,315,704,575,559,429,chr4,22297848,22300323
gtpbp3,15,48,56,42,11,13,chr11|chr11_KZ115338v1_alt,6010177|204598,6037758|232149
pomgnt1,1002,795,1547,761,232,278,chr6,33076839,33095765
si:dkey-228d14.5,0,11,0,4,0,0,chr13|chr13_KZ115412v1_alt,18332688|278949,18345854|292115
si:dkey-245p14.4,0,0,0,0,0,0,chr1|chr1_KZ115011v1_alt,19535144|72328,19537359|74543
thbs4a,93,93,391,155,28,98,chr5,51909582,51942771
prim1,382,663,537,540,304,482,chr23,17839187,17848905
brinp2,2714,1998,3494,1890,804,1014,chr2,34380071,34483597
cetp,37,39,114,30,19,16,chr18,17611624,17621821
ihha,16,12,0,0,24,0,chr9,7358749,7367266
LOC566907,18,24,12,44,7,12,chr21_KZ115628v1_alt|chr21,58121|22635405,60631|22637915
trim24,1188,1009,1502,692,383,442,chr4,74141400,74205303
trim25,88,376,361,482,211,82,chr6_KZ115173v1_alt,248775,261071
tgfb2,68,13,71,57,4,10,chr16,2745006,2807527
trim23,720,322,836,398,60,196,chr10,11790303,11840353
lpar2a,55,40,76,124,28,21,chr3,53083194,53092509
cdk8,676,1214,1085,1550,456,1026,chr24,21514286,21539336
zgc:55943,909,994,1000,1038,775,765,chr2,9957914,9971728
ccz1,142,108,0,72,0,20,chr12|chr12_KZ115371v1_alt,17657225|101740,17686335|130848
got1,2303,983,1951,1130,597,786,chr13,40437550,40456995
slc6a11a,8,0,4,8,0,0,chr6,40629066,40646203
csnk1a1,624,569,678,426,320,424,chr14_KZ115462v1_alt|chr14,38377|38762983,58995|38783601
zgc:153292,303,80,30,224,0,124,chr3|chr3_KZ115071v1_alt,31080700|154009,31086727|160067
hoxc10a,0,0,0,0,0,0,chr23,36083529,36086895
def6a,251,419,270,412,114,175,chr8,14185296,14209851
htra3a,0,0,0,0,0,0,chr1,40741198,40758657
plgrkt,329,255,361,117,200,114,chr21,278938,293146
sfxn5b,1519,1480,1608,1011,1516,1073,chr14,45306031,45335712
myoz1a,0,0,0,0,0,0,chr13_KZ115420v1_alt,160153,173759
scinlb,528,106,618,592,144,130,chr2,10396379,10450792
kcnn1a,647,598,1282,384,182,138,chr2,24413707,24444946
zgc:123278,0,0,0,0,0,0,chr25,25381548,25384040
nostrin,0,0,0,0,0,0,chr9,48835355,48864945
nqo1,85,53,57,44,128,42,chr7,56703251,56722320
yes1,765,880,1134,722,164,416,chr2,31308547,31363407
ghitm,2070,2699,2987,1578,1910,1243,chr12,49000313,49033186
timm29,456,405,357,372,297,259,chr3,34180970,34182590
kif18a,207,328,262,169,274,169,chr7,31976764,32020790
dpysl5b,5636,4621,5503,3463,1687,2058,chr4,798701,815852
si:dkey-94e7.2,0,8,0,0,81,0,chr2,30721070,30726421
org,0,0,0,32,0,0,chr22,20689958,20695237
rpa2,613,366,657,486,335,339,chr16,4746593,4769967
