"gene_id","F1_1_1","F1_2_1","F1_3_1","F4_2_1","F4_3","F4_6_1","F5_1_1","F5_2_1","F5_3_1","M1_1","M1_4_1","M1_7","M4_12","M4_6_1","M4_9","anno_chr","anno_start","anno_end"
"zgc:152891",4,12,0,0,0,0,8,0,0,0,0,0,0,0,0,"chr21","31197296","31226037"
"slirp",437,456,371,585,375,507,558,106,435,916,768,608,560,152,453,"chr17","17763013","17764813"
"alpi.2",0,0,9,0,0,0,5,0,0,0,8,0,0,0,0,"chr22","38778858","38792815"
"alpi.1",20,103,61,20,44,36,49,60,40,48,43,13,0,0,72,"chr22","38762816","38778032"
"zer1",3652,4506,3627,5760,5923,10386,2752,1752,1781,6224,6938,5952,4079,4215,8803,"chr21","100020","116416"
"siva1",446,337,285,1342,697,1398,378,151,202,663,710,529,860,766,1225,"chr17","1360044","1369344"
"ltb4r",0,0,0,3,8,0,0,0,0,5,13,0,0,0,0,"chr7","5019043","5029478"
"ybx1",37596,28548,31362,113067,61507,131295,35715,23055,22030,30797,50677,46865,108955,86353,127776,"chr8","47143829","47152086"
"ggh",77,54,21,44,32,116,21,54,29,50,45,40,0,0,0,"chr7","58179513","58186877"
"ticrr",116,323,166,184,492,807,307,27,220,329,745,326,0,0,416,"chr25","30316839","30337985"
"lypd6",0,48,28,172,146,72,27,24,6,100,180,132,0,0,68,"chr9","23071554","23118350"
"lmnb1",982,641,945,1384,1065,1444,642,235,320,2167,2032,1722,906,630,1506,"chr10","16036280","16056908"
"anxa1a",143,84,55,222,130,337,853,8,76,51,175,154,0,259,339,"chr5","25578181","25583125"
"anxa1c",13,0,0,0,8,28,175,5,0,5,5,76,0,0,0,"chr5","65009764","65021150"
"anxa1b",0,21,8,0,0,50,112,0,0,37,32,24,0,0,0,"chr5","65022288","65037371"
"anxa1d",0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,"chr5","64994083","65004791"
"arnt2",702,536,1003,1058,961,1358,419,220,156,3547,3596,3554,1644,627,1478,"chr7","10701938","10873289"
"rer1",611,472,889,903,664,519,621,249,525,2456,1919,1535,208,240,903,"chr8","48942561","48959057"
"slc22a7a",235,386,238,334,300,843,183,46,155,218,275,270,286,478,480,"chr11","30729745","30742966"
"sept15",3996,3059,4754,7713,6987,10610,3517,1719,2280,13404,12429,10648,7899,6649,10496,"chr25","12853111","12906845"
"coch",110,55,134,181,168,88,501,11,35,142,215,110,0,250,690,"chr17","28743979","28749613"
"sept10",422,442,504,1351,1108,925,595,485,345,1551,1767,1385,1103,888,1983,"chr9","55857193","55875077"
"pcdh1gb9",30,2,112,0,83,0,14,0,2,240,202,199,0,0,12,"chr10","21718468","21820060"
"tmeff2a",5711,6254,6714,19601,11404,14465,3061,4596,2766,7308,8688,5245,12114,12468,13667,"chr9","24249485","24412544"
"prdm12b",296,253,522,1906,1228,501,392,108,190,635,1555,641,1607,473,2104,"chr5","63510509","63514853"
"themis",48,28,61,80,38,60,64,28,32,48,40,16,2,0,102,"chr20","1423192","1439256"
"inpp5e",300,117,194,164,197,601,111,20,101,483,622,407,224,67,416,"chr5","65067365","65082323"
"katnbl1",661,769,824,724,600,558,955,542,734,1221,1196,708,76,361,268,"chr20","29209662","29216236"
"arhgef11",1601,1035,2505,4003,2933,6025,1138,738,481,6670,6809,5846,3242,2802,4455,"chr7","5383517","5487007"
"bhlhe40",19293,19611,25867,35149,28029,38398,10302,5459,6514,43357,46906,39485,30130,25560,43465,"chr11","35759652","35763257"
"bhlhe41",1481,741,1210,856,483,1177,437,157,197,2099,2952,3171,718,460,1060,"chr18_KZ114962v1_alt|chr18|chr18_KZ115553v1_alt","27143|16125925|27789","29628|16128588|30270"
"enah",2369,2347,2784,4770,3960,5004,1536,708,1422,7598,6608,5022,2686,2084,4318,"chr20","36419947","36617313"
"inpp5l",112,94,247,93,90,45,160,25,63,897,642,303,193,0,0,"chr8","38423349","38477789"
"enam",23,50,28,201,133,291,28,9,16,94,84,79,0,178,92,"chr1","43901966","43905263"
"npm2a",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,"chr8","37749268","37754910"
"npm2b",9,0,4,23,12,0,8,0,0,9,0,5,0,89,0,"chr10","44553709","44560302"
"serac1",23,95,49,684,41,17,34,14,38,78,44,32,0,15,55,"chr20_KZ115611v1_alt|chr20","163686|26048305","175170|26059789"
"lgals2b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr6","603280","609880"
"calca",46,16,30,113,21,19,72,0,20,40,79,44,0,97,221,"chr7","27680556","27686021"
"lgals2a",410,391,510,192,182,283,1006,288,361,1249,777,363,222,87,416,"chr3","28953275","28960243"
"brox",465,373,573,461,672,965,346,66,267,2604,1776,1726,480,279,1250,"chr20","51703140","51727829"
"copz1",1555,1452,1642,2161,1826,2172,900,1047,671,2747,2586,2747,776,823,1759,"chr23","36340520","36354106"
"copz2",111,170,534,149,924,16,156,20,126,415,301,290,787,778,245,"chr3","24094549","24111411"
"arhgef16",21,4,16,0,29,0,42,0,12,0,16,0,143,0,52,"chr8","47100863","47143622"
"mycbp2",16860,17376,21057,35797,27056,49633,14386,5635,9024,28337,34948,23846,35211,21966,30952,"chr9","17045878","17286330"
"zgc:114046",20,9,35,137,12,0,12,0,0,62,37,32,0,108,140,"chr25","35044524","35045272"
"cyp8b1",28,12,24,40,2,7,7,0,0,57,35,8,0,0,69,"chr2","3435889","3437862"
"cyp8b2",13,12,57,0,11,52,16,0,15,24,6,28,0,0,49,"chr2","3452590","3454556"
"ctrl",7,0,12,0,8,75,13,0,0,28,20,26,0,0,0,"chr15","37820867","37829161"
"zcchc24",116,81,102,70,86,266,175,56,125,421,392,249,160,56,256,"chr13","30579261","30645965"
"zgc:114041",84,202,102,87,161,232,60,91,58,219,342,139,0,113,163,"chr5","66132394","66146763"
"igfbp3",181,260,169,352,327,225,332,76,150,992,892,532,0,205,284,"chr20","6773777","6804237"
"sept3",3723,2540,3984,3257,2450,4680,2208,877,1181,12816,7046,6568,2151,1525,4442,"chr1","45617300","45633955"
"si:ch211-222n4.2",5,11,0,0,13,10,9,0,0,6,5,0,0,0,0,"chr21","18925318","18929437"
"gorasp2",2106,2428,2243,5538,4099,7134,1954,836,1347,4718,5817,5327,5792,3853,6898,"chr6","3864040","3875108"
"ctbp1",471,273,554,440,407,652,412,68,147,1711,1234,770,271,458,621,"chr14_KZ115441v1_alt|chr14","25084|21820087","49762|21844765"
"si:dkey-33c12.13",0,0,13,0,0,0,0,0,0,0,0,2,0,0,0,"chr13_KZ115402v1_alt","268156","323896"
"si:dkey-33c12.12",5,2,1,4,3,0,0,3,8,6,4,1,0,0,0,"chr13|chr13_KZ115402v1_alt","9217235|381244","9236806|400815"
"ndc80",111,113,52,151,168,157,179,111,115,237,213,112,35,84,168,"chr12","10353366","10365969"
"zgc:113090",4,338,21,341,492,0,455,145,133,324,390,254,0,43,27,"chr3_KZ114852v1_alt","230491","233940"
"lrp3",358,170,414,859,395,304,196,260,21,740,759,646,475,374,500,"chr7","38278860","38308412"
"uri1",2815,3192,3781,6852,5114,6950,2694,2394,2616,4501,4848,4751,4947,4810,6704,"chr18","14693723","14705821"
"lrp6",1510,991,2305,5067,3895,6131,976,434,490,5096,7195,5866,5746,2780,8647,"chr4","74609","100007"
"camk1gb",16,10,114,196,174,13,28,104,53,219,301,204,0,0,139,"chr23","39558508","39594724"
"camk1ga",2254,1275,1405,1520,723,2058,725,486,517,789,911,1066,585,1723,1132,"chr22","1049370","1069407"
"hoga1",120,239,126,350,166,305,63,152,122,105,79,153,329,151,170,"chr22","34710473","34733026"
"junba",891,1035,1054,4037,3532,9305,7371,1628,1780,1631,1451,1134,12068,16546,12381,"chr1","51732979","51734508"
"lrp8",198,94,246,255,286,246,137,78,63,1077,709,671,0,311,385,"chr6","34512425","34805795"
"zgc:171704",32,0,0,0,5,0,4,0,0,36,11,9,0,81,0,"chr16","28792151","28794905"
"smap2",71,59,89,32,69,33,82,4,68,217,215,126,96,52,107,"chr19","38387255","38419575"
"kitlgb",0,0,0,0,0,0,0,0,0,4,0,0,0,0,24,"chr4|chr4_KZ115087v1_alt","9508690|59781","9514542|65633"
"kitlga",14,0,28,0,39,0,10,5,10,113,115,123,0,0,40,"chr25","18120580","18140305"
"ccdc9",2288,2792,2761,7937,4499,8397,2729,1827,2017,4076,5126,3371,6674,3818,7573,"chr15","26904127","26931554"
"cfap20",870,683,1004,2758,2145,1649,600,589,505,2024,2350,2051,1296,1240,1083,"chr19","1393358","1405363"
"memo1",235,180,273,96,392,91,236,84,170,657,542,487,483,156,523,"chr13","35511132","35527665"
"wdr45b",5236,3471,4811,10579,6634,12399,3604,2458,2291,8067,9495,7750,10292,10534,9523,"chr12","42592","46985"
"si:ch211-5k11.8",23924,10607,14205,239072,34509,97723,98661,4238,12325,151928,115947,24182,51848,39202,225305,"chr3","55105066","55105966"
"nono",1847,1750,1815,2677,3223,5341,856,1015,546,3713,3356,3920,4679,2929,6423,"chr5","22593624","22602780"
"kdm4c",121,167,220,183,235,353,151,108,121,466,345,270,264,154,277,"chr1|chr1_KZ114837v1_alt|chr1_KZ115016v1_alt","21937213|45182|45182","21971913|79882|79882"
"kdm4b",5868,5017,5800,12575,8149,16916,4261,2001,3154,12735,13222,10354,13885,9245,13993,"chr22","4315256","4407871"
"dek",1427,1359,1523,1310,1345,1196,2154,775,2559,2737,1761,1616,2085,715,1452,"chr16","41015193","41030631"
"si:dkey-11f4.16",1222,801,679,1149,797,1195,1306,562,284,1174,790,806,804,862,1075,"chr9","458667","470029"
"lipca",0,0,4,0,0,0,0,0,16,0,0,0,0,0,0,"chr7","30392705","30406479"
"LOC100331909",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"chr22","25742301","25743567"
"zgc:123010",15,109,120,236,201,63,100,85,24,334,334,125,0,75,121,"chr13","40247379","40282770"
"mrpl24",2072,2103,2274,5178,4055,5634,1758,1987,1549,2290,2942,3394,4495,3444,4665,"chr19","7495813","7506134"
"mrpl27",434,398,412,395,495,256,410,259,422,957,786,696,0,277,506,"chr12","21684291","21688087"
"mrpl21",903,740,574,807,962,1893,853,500,899,1302,1253,1095,1152,445,1450,"chr7","72577898","72585111"
"mrpl20",1393,868,952,4177,2147,4456,926,1095,534,1818,2115,2365,4005,3701,5821,"chr22","9163","10826"
"mrpl23",74,126,58,125,124,90,80,30,72,223,171,136,2,35,156,"chr25|chr25_KZ115742v1_alt","23777510|276915","23815951|318205"
"atp1b3a",1860,1851,1873,3078,3280,2239,1605,1180,1044,4339,4111,3440,1717,1629,2244,"chr2","16547706","16565688"
"plk1",12,54,15,18,2,22,0,0,12,21,30,7,0,46,14,"chr1|chr1_KZ114998v1_alt","9153187|252558","9161696|261026"
"slc25a1b",44,0,32,29,40,0,20,0,39,149,101,122,0,0,56,"chr10","3268581","3295197"
"slc25a1a",988,1163,1572,2982,2319,3548,886,641,681,2263,2950,2263,2720,1820,2821,"chr10","23060391","23069323"
"lrrc8db",64,25,86,184,68,53,27,16,109,338,344,225,68,69,42,"chr6","25171308","25181012"
"gna13b",87,34,125,184,161,197,70,16,27,492,667,302,0,84,274,"chr3","36332579","36364903"
"b3glctb",235,168,344,1295,322,743,217,170,104,515,507,322,146,234,386,"chr10","33626344","33710227"
"gna13a",50,50,85,38,77,61,54,21,29,188,274,76,128,91,74,"chr12","20552157","20565363"
"vtg3",0,27,8,0,5,0,48,0,123,80,51,4,4,0,0,"chr11","7359713","7380693"
"vtg2",13,4,0,0,0,0,0,0,4,0,0,4,0,0,52,"chr22_KZ115645v1_alt|chr22_KZ114978v1_alt|chr22","220317|34158|24869690","231426|45292|24880824"
"vtg1",91,71,42,0,30,0,8,0,19,18,45,9,0,0,0,"chr22","24730965","24738195"
"snrnp70",17832,17692,18983,42498,30667,40106,14053,5553,9812,43713,41038,31346,28185,23830,37902,"chr3","31925054","31933774"
"vtg7",0,8,8,0,0,0,20,24,0,0,0,12,0,0,0,"chr22_KZ114978v1_alt|chr22","15696|24851230","22513|24858045"
"vtg6",0,8,0,0,0,0,17,0,0,0,0,0,0,0,0,"chr22_KZ115645v1_alt|chr22","149215|24811396","155918|24818085"
"vtg5",7,4,28,0,8,0,0,0,0,2,0,0,0,61,0,"chr22","24751101","24757790"
"vtg4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr22_KZ115645v1_alt|chr22","120365|24784016","127854|24791505"
"alp3",95,66,142,344,300,168,78,7,8,471,351,232,0,304,272,"chr15","44618623","44637492"
"podxl",329,123,339,159,184,197,310,62,181,663,568,393,105,282,147,"chr4","11732157","11751037"
"stil",13,0,51,40,19,18,7,0,9,15,32,0,49,0,8,"chr22_KZ114975v1_alt|chr22","59282|15959901","71903|15972522"
"ryk",296,217,491,673,521,612,302,42,182,938,1184,550,113,104,1090,"chr6","27514622","27615439"
"csk",1461,988,1355,1392,1824,1926,1139,553,744,4880,4123,2909,981,949,2527,"chr25","20601653","20666202"
"coa5",512,464,413,571,597,614,493,338,329,547,617,484,268,189,383,"chr9","7081561","7089321"
"coa7",883,872,977,2689,1716,3330,753,912,660,1058,1339,1555,2146,2976,2959,"chr20","16163205","16171297"
"coa6",1476,1464,1592,1935,2363,2408,1324,1003,1092,1173,1581,1802,995,1424,2005,"chr4","4832146","4834622"
"alox5b.3",51,23,20,109,70,180,55,0,333,40,59,40,665,126,61,"chr15","592253","604340"
"zgc:174288",80,49,126,0,44,0,62,0,79,69,63,49,0,60,6,"chr3","240617","250145"
"mbnl1",65,68,82,318,144,0,71,46,40,1066,699,659,354,29,130,"chr2","47719142","47829287"
"ccl38.6",16,4,29,8,4,0,41,14,4,19,20,5,0,0,0,"chr20","38276690","38277584"
"si:dkey-117n7.5",426,720,1099,1517,1017,991,325,258,358,600,740,451,1401,1391,610,"chr4","15968483","15974910"
"abhd2b",97,142,137,48,162,302,99,75,88,373,425,159,0,142,339,"chr25","19120529","19136369"
"synj1",1147,315,609,426,555,684,393,129,122,2015,1762,1287,296,299,1276,"chr10","26515946","26566452"
"slc25a15a",58,45,39,10,30,34,40,18,11,91,68,63,0,69,0,"chr15","3255091","3282220"
"ccl38.1",14,0,12,0,0,6,0,61,0,3,5,1,0,0,0,"chr20","39332766","39333676"
"vat1l",25,11,51,104,67,112,17,0,15,86,31,40,0,0,0,"chr7","65309752","65314446"
"stk11",3860,4160,3922,11096,8504,12878,3829,3408,2546,5224,6617,5847,8626,9400,11187,"chr2","59041081","59063573"
"gprc5c",4,12,0,0,0,0,0,0,0,10,0,4,0,0,0,"chr12","36027744","36045283"
"sntg2",382,420,324,1127,803,602,272,272,236,943,1222,784,291,214,1272,"chr17","3391326","3568940"
"sc:d189",5,28,118,357,119,28,76,68,24,296,502,447,0,48,497,"chr1","35194569","35233043"
"topbp1",1614,1614,1609,3930,2532,5272,1482,933,875,1503,1777,1613,2195,2613,3218,"chr24","9696793","9735126"
"prdx6",577,333,476,1942,1439,791,271,230,130,1735,1409,2379,1635,592,2619,"chr20_KZ115602v1_alt","119877","139260"
"prdx5",7962,7064,8436,13100,9789,13709,6024,3773,4707,12078,13043,12740,10692,8533,12039,"chr21","26657473","26664826"
"prdx4",1863,1436,2206,4102,3507,4106,1674,1405,1038,3153,3045,2980,2781,3589,3489,"chr5","4298797","4318688"
"prdx3",2685,2917,2637,3734,2520,2698,1981,1915,1589,3133,3402,3200,2466,1723,2926,"chr13","9842413","9851482"
"prdx2",4415,3685,4057,10097,7653,8241,3797,2572,2215,9490,10472,9151,7161,5557,12343,"chr1","51721851","51729866"
"prdx1",1850,1240,1466,1849,966,994,1708,1125,983,3502,1960,3889,1520,494,2620,"chr2","6106491","6115689"
"mtg1",219,213,199,21,95,0,185,107,336,396,156,84,80,136,40,"chr13","21674445","21682873"
"slc25a19",564,878,790,1199,1814,721,598,213,398,1276,1534,1241,1296,758,1862,"chr3","13487759","13509283"
"pitx2",1076,506,948,583,856,446,317,631,451,1232,1868,1355,1529,252,1036,"chr14","36226246","36229796"
"slc25a16",51,24,182,69,311,78,98,46,75,457,349,527,147,108,61,"chr13_KZ115412v1_alt","139812","156241"
"slc25a14",52,23,66,50,116,49,98,10,52,534,280,278,188,46,39,"chr21_KZ115634v1_alt|chr21","394931|38586885","427351|38619305"
"slc25a12",3223,3090,3743,6004,5333,8954,2276,1755,1453,6922,7966,8364,5849,4225,8096,"chr6","3961319","3982783"
"slc25a11",2127,1591,2292,3213,3117,4760,1457,932,1051,5938,5211,5280,3737,2667,5437,"chr5","68076913","68093169"
"slc25a10",953,184,1430,823,1842,1438,712,373,711,3899,1527,1710,354,386,2481,"chr1","56422274","56435434"
"pmelb",4,25,5,92,95,0,32,72,24,15,18,20,0,0,44,"chr23","35672546","35690336"
"pmela",128,87,155,448,261,516,44,119,141,110,128,144,444,247,457,"chr11","3254597","3271598"
"chrna10a",0,30,36,56,177,28,21,0,0,167,3,4,0,0,0,"chr15","38180039","38186537"
"add3b",1058,947,1242,3666,2854,4483,869,1039,1139,4522,5270,3096,5561,2115,3320,"chr17","20248177","20287530"
"rab11a",524,348,690,402,508,178,676,222,390,1912,2501,1713,2,90,407,"chr18_KZ115557v1_alt","389948","395976"
"pdp1",211,56,244,219,264,264,124,16,32,1140,1167,732,647,30,570,"chr16","26816756","26820634"
"pdp2",53,18,42,73,44,85,24,5,4,172,125,35,71,11,210,"chr18_KZ115540v1_alt","98398","101965"
"si:ch211-275j6.5",311,233,388,571,577,200,290,163,188,877,831,33,449,770,0,"chr5","69780493","69783881"
"nop14",2122,2913,3019,5123,4250,7213,2486,1496,1907,3386,3935,3254,5364,4333,5612,"chr21","440276","545870"
"nop16",583,582,368,588,411,495,734,439,724,738,493,525,0,0,270,"chr21","36612439","36619599"
"map9",0,0,0,24,0,0,81,48,151,58,0,74,0,0,57,"chr1_KZ115021v1_alt","343126","355832"
"oaz2a",577,178,254,279,309,383,181,112,59,1873,1556,1352,627,187,720,"chr25","6186820","6203554"
"oaz2b",2780,2266,1711,3822,3221,3802,658,603,888,7061,7482,8789,6138,2092,5641,"chr7","48288762","48296227"
"notch3",438,330,492,947,1226,894,400,215,108,2423,2597,2290,1400,505,2611,"chr3","53529714","53559408"
"odf3b",8,23,0,32,0,0,25,8,0,0,0,0,0,0,0,"chr18_KZ115540v1_alt","251070","257520"
"smndc1",2049,1716,1682,4027,3139,4810,1730,867,918,3465,3082,2945,3166,2748,4270,"chr17","20237938","20243963"
"bnip2",72,20,83,0,50,96,76,18,0,149,132,185,0,76,60,"chr25","34251775","34268223"
"cox20",915,812,906,1535,1385,1668,798,522,669,1158,1253,1347,686,697,755,"chr13","2515892","2520931"
"impa2",2474,1919,2201,2528,2820,2471,1219,561,1223,2813,2818,4596,1592,594,2863,"chr24","792317","802081"
"tsg101a",1341,921,1296,2012,1788,2386,891,367,586,5502,4679,3802,1307,1025,3060,"chr25","25132711","25142373"
"si:dkey-39a18.1",16,4,25,88,12,0,0,32,0,4,53,17,0,12,0,"chr4","13428993","13434026"
"plk4",155,248,236,308,252,371,90,168,108,296,354,188,456,379,593,"chr17","43410751","43428397"
"epor",124,17,37,0,87,53,77,0,17,320,235,195,88,37,0,"chr3","14544027","14561045"
"asb11",0,0,16,45,12,0,0,0,0,0,0,0,0,0,0,"chr9","30364668","30371215"
"zgc:152753",0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,"chr3","1934501","1938588"
"asb16",32,24,0,46,8,46,13,17,16,4,13,23,149,20,247,"chr3_KZ115064v1_alt|chr3","467583|19999692","479698|20011807"
"fmo5",79,81,114,216,108,199,78,65,33,124,190,88,136,151,64,"chr20|chr20_KZ115602v1_alt","15093622|48106","15104690|59174"
"bnip3",279,183,329,478,634,526,238,118,94,1869,1711,1293,747,239,1407,"chr12","41698174","41705989"
"slc17a6b",469,247,540,493,676,310,178,16,69,5292,3207,3332,317,286,1544,"chr7","32815696","32833251"
"slc17a6a",85,40,78,173,525,312,15,24,39,4315,3649,2297,102,383,1283,"chr25","35250976","35271284"
"kcna6a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"chr25","19947298","19948765"
"si:ch211-198m1.1",0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,"chr3","18936005","18967662"
"epoa",49,27,0,0,86,0,81,20,35,207,121,71,0,0,222,"chr7","21891252","21918393"
"rxylt1",207,142,669,731,315,562,212,45,69,581,1231,1295,117,247,581,"chr18_KZ115548v1_alt","100683","107550"
"gtf3aa",146,109,182,137,71,88,129,72,77,439,513,209,108,136,166,"chr5","67980191","67993075"
"hoxb5a",0,0,20,0,0,0,104,0,0,0,0,0,0,0,0,"chr3","23707700","23710094"
"hoxb5b",0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,"chr12|chr12_KZ115384v1_alt","27129659|33775","27131735|35851"
"gtf3ab",0,0,0,0,6,0,4,0,0,2,0,0,0,0,0,"chr24","21640635","21642858"
"aggf1",3336,3675,3534,7207,4762,11143,3091,2286,2366,3374,3954,3902,4088,4765,4144,"chr21","7741780","7781697"
"calm1b",23583,22694,24250,19243,28996,21750,23360,7794,25297,41983,42260,32347,18285,13863,28276,"chr20","16743141","16775258"
"enpp5",560,149,421,172,295,434,114,19,79,3112,2372,1849,380,81,652,"chr20","18723886","18731268"
"tmem230b",527,492,565,292,563,484,320,246,315,1114,806,885,746,335,322,"chr8","4963388","4972916"
"sod3a",7,20,0,0,4,0,17,0,5,4,0,4,0,0,0,"chr7","71335818","71339287"
"cnmd",137,173,16,625,30,447,216,242,166,89,181,134,62,128,542,"chr9","53725128","53744248"
"pcdh2aa15",134,654,148,241,150,355,85,201,82,273,185,139,185,658,76,"chr14","2123124","2267515"
"ip6k2b",6229,7763,6909,13716,9416,14377,4518,2656,2337,9546,12282,8215,8798,7836,12462,"chr6","40089743","40098521"
"zgc:91890",328,293,416,677,391,472,215,89,157,1001,739,566,352,163,706,"chr16","5597623","5605340"
"ip6k2a",16157,13940,19223,37368,21507,38949,10921,7288,6570,22516,29811,23078,33325,20200,36826,"chr6","42409250","42418165"
"yif1b",106,89,355,89,269,84,178,135,78,863,957,625,273,239,349,"chr18","49248389","49265349"
"cpa5",48,60,62,344,84,164,60,0,31,100,52,100,232,25,80,"chr25","18459929","18470695"
"yif1a",137,335,216,246,311,283,106,45,102,677,326,284,48,179,237,"chr14","30753735","30759450"
"dner",305,285,305,563,563,658,132,122,171,4254,2262,3250,132,1033,1007,"chr18","46699731","46763170"
"prlhr2a",170,57,313,206,396,46,176,52,86,293,385,221,224,200,87,"chr8","37919451","37949065"
"kctd10",491,235,586,742,674,525,524,228,183,1302,1232,1153,205,370,668,"chr5","19436483","19444958"
"cldn15a",0,0,0,0,0,0,7,0,16,0,0,4,0,0,0,"chr7","20830762","20836787"
"cldn15b",105,97,53,69,78,130,42,0,63,104,41,71,0,199,78,"chr5","53908608","53955183"
"gnptg",2202,2605,1801,2354,2004,2316,1542,1002,855,1540,2151,1349,1339,1134,1502,"chr24","37338430","37347854"
"hgh1",321,516,447,1070,780,818,502,324,251,501,521,342,310,583,761,"chr19","2876106","2887181"
"sar1ab",65,32,63,0,157,59,120,131,126,356,289,140,148,124,104,"chr13","30144957","30149973"
"osbpl3a",36,0,0,0,0,0,0,20,0,113,268,114,0,38,70,"chr19","19989602","20032761"
"hoxa3a",4,14,12,0,8,0,60,0,0,11,0,0,0,0,0,"chr19","19777437","19779540"
"mthfd1l",4,0,0,0,0,0,12,0,0,310,332,176,0,17,20,"chr20","26478197","26531850"
"dexi",259,352,292,0,178,77,505,247,472,627,447,168,234,140,318,"chr3","26905024","26906351"
"akt3a",558,227,671,723,439,890,183,143,179,1370,1246,1544,683,275,478,"chr13","11175512","11378305"
"col11a1b",12,30,14,12,20,0,100,0,0,96,48,4,0,28,248,"chr2","15389941","15562886"
"grk4",1712,1408,2081,1570,1339,2106,1484,692,1220,4634,3768,3031,664,857,1990,"chr1","11902579","11973377"
"grk5",12,33,20,85,9,0,40,20,12,32,4,8,0,0,0,"chr10","2715548","2755378"
"gad1b",8916,8479,11050,21840,19990,16277,7278,4315,6433,54570,45194,42336,14594,8500,28297,"chr6","3827934","3862113"
"ifnlr1",12,20,13,44,12,54,32,0,0,77,22,49,80,0,145,"chr16","52343905","52371173"
"dync1li1",899,633,1400,1586,1692,2227,528,256,442,5161,4289,3106,1393,1057,2365,"chr19","18991471","19025998"
